vdom,name,uuid,type,start-ip,end-ip,subnet,wildcard-fqdn,fqdn,comment,associated-interface
CT901CASH1,Host_10.2.88.124,a1cb8ff8-e620-51e8-19f3-0f373bba2bf8,,,,10.2.88.124 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.88.86,a53cbafe-e620-51e8-2237-2dc648d81d46,,,,10.1.88.86 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.101.21,afc1286e-e6f9-51e8-686c-cdcc081f2c99,,,,10.1.101.21 255.255.255.255,,,,E.OMD1.TB
CT901CASH1,Host_10.1.101.22,afc19b6e-e6f9-51e8-25ad-18e5a47db7d1,,,,10.1.101.22 255.255.255.255,,,,E.OMD1.TB
CT901CASH1,Host_10.1.89.123,ba3a672e-e6f9-51e8-d13f-787b60fad163,,,,10.1.89.123 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.89.124,ba433ff2-e6f9-51e8-4146-4a20949fe0ef,,,,10.1.89.124 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Range_192.168.166.184-185,6fea4c38-e754-51e8-4b79-b3bb0bd77fb6,iprange,192.168.166.184,192.168.166.185,,,,,E.UCN
CT901CASH1,Host_192.168.176.208,067bc3d6-f225-51e8-e6c9-803e02bbfb41,,,,192.168.176.208 255.255.255.255,,,,E.UCN
CT901CASH1,Net_10.90.60.0,18a719ac-f225-51e8-7ee2-235d86703bc1,,,,10.90.60.0 255.255.255.0,,,,I.OAdmAPP
CT901CASH1,Net_10.91.60.0,1accf580-f225-51e8-61b1-1dc2c2d1f56b,,,,10.91.60.0 255.255.255.0,,,,I.OAdmAPP
CT901CASH1,Net_10.1.149.0,1df6aa1c-f225-51e8-a915-387226cf681d,,,,10.1.149.0 255.255.255.0,,,,I.CCCG
CT901CASH1,Net_10.2.149.0,210e15aa-f225-51e8-7ef4-14ce3ab32356,,,,10.2.149.0 255.255.255.0,,,,I.CCCG
CT901CASH1,Range_10.1.149.16-17,25749916-f225-51e8-197c-c3a851160aad,iprange,10.1.149.16,10.1.149.17,,,,,I.CCCG
CT901CASH1,Range_10.2.149.16-17,27dd2984-f225-51e8-6753-38fb02158517,iprange,10.2.149.16,10.2.149.17,,,,,I.CCCG
CT901CASH1,Range_10.90.60.11-12,2f14a966-f225-51e8-3abd-81ae9b2524a4,iprange,10.90.60.11,10.90.60.12,,,,,I.OAdmAPP
CT901CASH1,Range_10.91.60.11-12,39797d46-f225-51e8-d8bc-88d6a67f24ca,iprange,10.91.60.11,10.91.60.12,,,,,I.OAdmAPP
CT901CASH1,Host_10.2.89.123,704462c4-f79c-51e8-5be4-a99308b5ad02,,,,10.2.89.123 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.2.89.124,80a0a90c-f79c-51e8-3f39-2595d59afdf2,,,,10.2.89.124 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.90.21.11,471cdb5c-fce6-51e8-3bad-06ad064d344b,,,,10.90.21.11 255.255.255.255,,,,I.OAdmWEB
CT901CASH1,Host_10.91.21.11,544a5c82-fce6-51e8-98fc-7a644b78309a,,,,10.91.21.11 255.255.255.255,,,,I.OAdmWEB
CT901CASH1,Host_10.1.88.91,f90d014c-09b2-51e9-517e-bc6fd8b5b440,,,,10.1.88.91 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.88.97,0e9bb490-09b3-51e9-0e0b-235131a5be93,,,,10.1.88.97 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Net_10.18.117.0,f03c225e-09b3-51e9-7413-2ca380551e2c,,,,10.18.117.0 255.255.255.0,,,,Dev.MiddleSky
CT901CASH1,Host_10.163.223.27,32890a10-0a76-51e9-08a0-7c57056b6f66,,,,10.163.223.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.224.27,3c87da28-0a76-51e9-8337-cdf34a9fdaaa,,,,10.163.224.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Range_10.163.223.22-23,40321dc8-0a76-51e9-f828-776e00e37957,iprange,10.163.223.22,10.163.223.23,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.224.22-23,452e1a16-0a76-51e9-3cbd-91d7e5ed0f91,iprange,10.163.224.22,10.163.224.23,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.223.122-125,4b4ef762-0a76-51e9-0013-1e1db48cdd69,iprange,10.163.223.122,10.163.223.125,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.224.122-125,5344b8c6-0a76-51e9-87b3-48846ef5ccde,iprange,10.163.224.122,10.163.224.125,,,,,I.Dev.CASH
CT901CASH1,Host_10.2.101.21,baf5fde2-238d-51e9-9f37-3d1928cd887d,,,,10.2.101.21 255.255.255.255,,,,E.OMD1.TB
CT901CASH1,Host_10.2.101.22,c0fb6ace-238d-51e9-e11c-af01651f6d56,,,,10.2.101.22 255.255.255.255,,,,E.OMD1.TB
CT901CASH1,Range_10.1.88.119-122,041bdf78-238e-51e9-3847-91701b0d59d6,iprange,10.1.88.119,10.1.88.122,,,,,I.CASH.Trust
CT901CASH1,Host_10.70.12.20,0780a11c-238e-51e9-4119-a187b5f20c90,,,,10.70.12.20 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.1.90.91,a9bfe910-238e-51e9-9711-8b41106bdae0,,,,10.1.90.91 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Range_10.1.90.94-95,ac3dff88-238e-51e9-fc63-711964a6a943,iprange,10.1.90.94,10.1.90.95,,,,,I.CASH.Trust
CT901CASH1,Range_10.18.113.5-6,ae7b5552-238e-51e9-989f-77a524d2e3cc,iprange,10.18.113.5,10.18.113.6,,,,,Dev.MiddleSky
CT901CASH1,Net_10.18.120.0,f0175a22-23bd-51e9-415b-e6a4bf14829e,,,,10.18.120.0 255.255.255.0,,,,Dev.MiddleSky
CT901CASH1,Host_10.163.223.19,9e43525a-2b51-51e9-8b8b-079b122fa832,,,,10.163.223.19 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.224.19,a2dc849e-2b51-51e9-1c60-e20349d97652,,,,10.163.224.19 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.1.125.11_CSCDMZ,8fc3c588-2d9b-51e9-210a-a481a15c72ac,,,,10.1.125.11 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_10.1.125.13_CSCDMZ,922b95a8-2d9b-51e9-f1a2-613f2c53d3e8,,,,10.1.125.13 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Net_10.1.125.0_CSCDMZ,94c6120c-2d9b-51e9-f9dc-35100bd06c9b,,,,10.1.125.0 255.255.255.0,,,,I.CSCDMZ
CT901CASH1,Net_10.1.126.0,978f037c-2d9b-51e9-4091-d0b6901561fc,,,,10.1.126.0 255.255.255.0,,,,I.CSCDMZ
CT901CASH1,Host_10.1.125.51,9b59322a-2d9b-51e9-5f75-0463a1be877a,,,,10.1.125.51 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_172.22.2.3,9dec54f4-2d9b-51e9-e500-9eab12add329,,,,172.22.2.3 255.255.255.255,,,,E.XSYS
CT901CASH1,Host_10.1.125.12,a01bc322-2d9b-51e9-4a0d-86320abfa5c9,,,,10.1.125.12 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_10.1.125.41,a2948cd8-2d9b-51e9-b1c0-ecf0c620d352,,,,10.1.125.41 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_10.1.125.42,a4fa672c-2d9b-51e9-2952-04a46f72acf8,,,,10.1.125.42 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_10.1.125.15_CSCDMZ,a77e6bba-2d9b-51e9-6aef-c8b738e4df15,,,,10.1.125.15 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_10.1.125.103_CSCDMZ,a9a241e6-2d9b-51e9-9375-856700c7d2a3,,,,10.1.125.103 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_10.63.142.210,b08e1476-2d9b-51e9-d8ee-6f78221875fa,,,,10.63.142.210 255.255.255.255,,,,E.NMC
CT901CASH1,Host_10.63.142.70,b4589ef0-2d9b-51e9-0330-9d69909aad7d,,,,10.63.142.70 255.255.255.255,,,,E.NMC
CT901CASH1,Host_10.163.143.210,b708c792-2d9b-51e9-8818-ea541e57b76a,,,,10.163.143.210 255.255.255.255,,,,E.NMC
CT901CASH1,Net_10.18.1.0,b9c39e9e-2d9b-51e9-9edc-1cd692c05fc6,,,,10.18.1.0 255.255.255.0,,,,E.XSYS
CT901CASH1,Net_10.18.2.0,bc3d7f64-2d9b-51e9-d49e-ddb1c8988710,,,,10.18.2.0 255.255.255.0,,,,E.XSYS
CT901CASH1,Host_10.70.12.56,bfad02fa-2d9b-51e9-6e38-04a98ad9fa21,,,,10.70.12.56 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.70.12.57,c2c12ab6-2d9b-51e9-00ab-d6db9035fe93,,,,10.70.12.57 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.63.142.1,c4df6010-2d9b-51e9-06f2-c39125602bd4,,,,10.63.142.1 255.255.255.255,,,,E.NMC
CT901CASH1,Host_10.63.142.2,c785c71e-2d9b-51e9-a499-d2f530a22fc0,,,,10.63.142.2 255.255.255.255,,,,E.NMC
CT901CASH1,Host_10.1.140.7,c9b76290-2d9b-51e9-b5ec-c7addd252bbf,,,,10.1.140.7 255.255.255.255,,,,I.CCCG
CT901CASH1,Host_10.1.140.8,cc15379c-2d9b-51e9-378b-f0d20ec77f74,,,,10.1.140.8 255.255.255.255,,,,I.CCCG
CT901CASH1,Range_10.63.142.15-19,ce8e7268-2d9b-51e9-2168-76f04f2cc7cf,iprange,10.63.142.15,10.63.142.19,,,,,E.NMC
CT901CASH1,Range_10.163.143.21-25,d12f4222-2d9b-51e9-5049-65da130507f0,iprange,10.163.143.21,10.163.143.25,,,,,E.NMC
CT901CASH1,Range_10.1.140.11-17,d3937718-2d9b-51e9-ebe2-999add0b015a,iprange,10.1.140.11,10.1.140.17,,,,,I.CCCG
CT901CASH1,Range_10.2.140.11-17,d62e3d50-2d9b-51e9-7774-91031999efda,iprange,10.2.140.11,10.2.140.17,,,,,I.CCCG
CT901CASH1,Net_10.220.0.0/16,996c8022-2dad-51e9-0cc0-a6a4d74bba74,,,,10.220.0.0 255.255.0.0,,,,W.CCCG.T1T2
CT901CASH1,Net_10.221.0.0/16,9c609eee-2dad-51e9-dde6-7e0aa3e7cbe8,,,,10.221.0.0 255.255.0.0,,,,W.CCCG.T1T2
CT901CASH1,Net_10.222.0.0/16,9f1abfc0-2dad-51e9-9fbd-7807b3ffd941,,,,10.222.0.0 255.255.0.0,,,,W.CCCG.T1T2
CT901CASH1,Net_10.223.0.0/16,a46c2126-2dad-51e9-81d9-d94dc9777f6f,,,,10.223.0.0 255.255.0.0,,,,W.CCCG.T1T2
CT901CASH1,Net_10.1.145.0,aabaa142-2dad-51e9-5adf-cf5f9e213667,,,,10.1.145.0 255.255.255.0,,,,I.CCCG
CT901CASH1,Range_10.1.125.101-102_CSC,ca92b0f0-2dca-51e9-0a01-90eb4d251321,iprange,10.1.125.101,10.1.125.102,,,,,I.CSCDMZ
CT901CASH1,Host_10.1.125.115_CSCDMZ,eee5ffde-2dca-51e9-21cd-8d707bb69b07,,,,10.1.125.115 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_10.1.125.61_CSCDMZ,f86a329a-2dcb-51e9-0afb-e82c85033021,,,,10.1.125.61 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_10.1.126.15_CSCDMZ,9ffc21e4-2dcc-51e9-0fd3-26311893ab46,,,,10.1.126.15 255.255.255.255,,,,I.CSCDMZ
CT901CASH1,Host_10.1.131.11,213e3bf2-2dcd-51e9-7026-f1726dd57a40,,,,10.1.131.11 255.255.255.255,,,,E.WATERCC
CT901CASH1,Host_10.1.131.12,3b36a9b8-2dcd-51e9-d510-e61f9e1dcd0f,,,,10.1.131.12 255.255.255.255,,,,E.WATERCC
CT901CASH1,Host_10.1.131.21,2a351a3c-2dd2-51e9-7491-ff98c63c96b4,,,,10.1.131.21 255.255.255.255,,,,E.WATERCC
CT901CASH1,Host_10.1.131.22,38af9b0a-2dd2-51e9-f6a9-ddee35963fdc,,,,10.1.131.22 255.255.255.255,,,,E.WATERCC
CT901CASH1,Host_10.90.1.12,3cbafa3c-2de1-51e9-8b24-326715a5a138,,,,10.90.1.12 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.233,562c250e-2de1-51e9-d979-5176cf8c1ed2,,,,172.31.0.233 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_10.90.1.14,adb2bdec-2de1-51e9-801c-0f1936c0403a,,,,10.90.1.14 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.230,bd1718d2-2de1-51e9-d4f2-7be9bba84f21,,,,172.31.0.230 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_189.0.100.231,09a54f34-2de2-51e9-9f7a-3c03b9ac2337,,,,189.0.100.231 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.17,19bee2a2-2de4-51e9-9c29-5c563ce5f5c2,,,,172.31.0.17 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.18,1e4dfd08-2de4-51e9-3406-8e201584090a,,,,172.31.0.18 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.35.128.17,21dc5e42-2de4-51e9-31bf-63ad45475509,,,,172.35.128.17 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.35.128.18,2663a754-2de4-51e9-5b23-462214555d8d,,,,172.35.128.18 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.35.128.51,36a14c2a-2de4-51e9-eaae-321874af2b0a,,,,172.35.128.51 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.35.128.52,3b6db446-2de4-51e9-300b-634a74f55c2b,,,,172.35.128.52 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.35.129.51,3e5b097e-2de4-51e9-57d1-567ca703d8f7,,,,172.35.129.51 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.35.129.52,40efb874-2de4-51e9-aaa1-3c5faee5aa17,,,,172.35.129.52 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.51,466f4c42-2de4-51e9-903c-e0057d45b0e8,,,,172.31.0.51 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.52,4cbd0c6a-2de4-51e9-a042-87d5aaa37308,,,,172.31.0.52 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.191,5a97db6c-2de4-51e9-e5f3-51230b5bd599,,,,172.31.0.191 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.192,5ea752c8-2de4-51e9-f405-a9dcf1c20d0f,,,,172.31.0.192 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.193,6189b882-2de4-51e9-994f-7f20ccfd7a7f,,,,172.31.0.193 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.194,642b4a88-2de4-51e9-5103-386e34125716,,,,172.31.0.194 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.224,67e86bec-2de4-51e9-bfc7-5c7038100545,,,,172.31.0.224 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.221,6c53bbaa-2de4-51e9-c1b0-70b66eca5e38,,,,172.31.0.221 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.222,6f862614-2de4-51e9-8f7a-f6bad5a07b91,,,,172.31.0.222 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.223,717862ca-2de4-51e9-ba5a-cc1d95f73416,,,,172.31.0.223 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.196,73677b84-2de4-51e9-43f2-79504668abbe,,,,172.31.0.196 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.226,76a97856-2de4-51e9-0c9c-1e0c373ddc02,,,,172.31.0.226 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.198,79afe35a-2de4-51e9-83fe-a546facdec91,,,,172.31.0.198 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.228,7c5c0ebc-2de4-51e9-cdd5-51b1a5bf7f33,,,,172.31.0.228 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_172.31.0.195,7ef0dac2-2de4-51e9-4cb4-42bb6f385d84,,,,172.31.0.195 255.255.255.255,,,,E.HK2SH
CT901CASH1,Host_10.1.89.92,cdba8ba6-2eae-51e9-b306-982caf332231,,,,10.1.89.92 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.163.230.11,de2e5a12-2eae-51e9-6e3d-0e6930913a5a,,,,10.163.230.11 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Range_10.1.89.94-95,c04b3fd0-30f0-51e9-4574-4b9ef5604d52,iprange,10.1.89.94,10.1.89.95,,,,,I.CASH.Trust
CT901CASH1,Range_10.1.89.90-93,0278c6ca-30f1-51e9-5424-6ee357505dcd,iprange,10.1.89.90,10.1.89.93,,,,,I.CASH.Trust
CT901CASH1,Range_10.1.89.97-98,2bf91e82-30f1-51e9-7dcb-b4018124a996,iprange,10.1.89.97,10.1.89.98,,,,,I.CASH.Trust
CT901CASH1,Range_10.1.88.119-120,8fdd15b0-3101-51e9-07b6-99c2bc4e45d6,iprange,10.1.88.119,10.1.88.120,,,,,I.CASH.Trust
CT901CASH1,Range_10.2.88.119-120,936ac6d2-3101-51e9-adbd-4672e32847a7,iprange,10.2.88.119,10.2.88.120,,,,,I.CASH.Trust
CT901CASH1,Range_10.1.88.219-220,a97e5394-3101-51e9-78ef-a6661d42a9db,iprange,10.1.88.219,10.1.88.220,,,,,I.CASH.Trust
CT901CASH1,Range_10.2.88.219-220,ae4fad0a-3101-51e9-db54-5469efb75528,iprange,10.2.88.219,10.2.88.220,,,,,I.CASH.Trust
CT901CASH1,Range_10.1.89.131-132,b18a0fe2-3101-51e9-cb7e-5b85a901f8fd,iprange,10.1.89.131,10.1.89.132,,,,,I.CASH.Trust
CT901CASH1,Range_10.2.89.131-132,b5503db8-3101-51e9-61c2-32adc69965d1,iprange,10.2.89.131,10.2.89.132,,,,,I.CASH.Trust
CT901CASH1,Host_192.168.166.42,b8bc3a42-3101-51e9-ace4-9dcc84c158b1,,,,192.168.166.42 255.255.255.255,,,,E.UCN
CT901CASH1,Host_192.168.188.60,bb0ecf1c-3101-51e9-161e-f71f13f76577,,,,192.168.188.60 255.255.255.255,,,,E.UCN
CT901CASH1,Host_10.63.116.6,bedf1278-3101-51e9-edbe-bd15a6a9b327,,,,10.63.116.6 255.255.255.255,,,,E.Dev.CASHIAN
CT901CASH1,Range_10.1.89.87-88,d0da70ac-3102-51e9-151b-03c62a45371d,iprange,10.1.89.87,10.1.89.88,,,,,I.CASH.Trust
CT901CASH1,Host_10.163.230.12,17fd44a2-34cb-51e9-5e00-f31dda025870,,,,10.163.230.12 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.230.13,74043152-34cb-51e9-3593-23d8b160e247,,,,10.163.230.13 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.230.14,830c77ae-34cb-51e9-05d3-5586f0673002,,,,10.163.230.14 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Range_10.1.90.123-124,35b2d162-39ab-51e9-4a99-a3e370c959c1,iprange,10.1.90.123,10.1.90.124,,,,,I.CASH.Trust
CT901CASH1,Range_10.2.90.123-124,ef83f312-39ad-51e9-569c-9a6ad6fee803,iprange,10.2.90.123,10.2.90.124,,,,,I.CASH.Trust
CT901CASH1,Host_10.245.132.85,8f2bf49c-39b2-51e9-477b-7be9cd92c4f6,,,,10.245.132.85 255.255.255.255,,,WBMCAPP102,I.CCI
CT901CASH1,Host_10.245.132.86,93c225e4-39b2-51e9-5265-72be52f915b4,,,,10.245.132.86 255.255.255.255,,,WBMCAPP103,I.CCI
CT901CASH1,Host_10.249.132.52,98789bd6-39b2-51e9-4089-18872e46d7c7,,,,10.249.132.52 255.255.255.255,,,WBMCAPP202,I.CCI
CT901CASH1,Host_10.249.132.53,9c0f8a34-39b2-51e9-e465-1886aac7036b,,,,10.249.132.53 255.255.255.255,,,WBMCAPP203,I.CCI
CT901CASH1,Net_10.244.0.0/15,a0b7c6c8-39b2-51e9-3804-03751ac48f5b,,,,10.244.0.0 255.254.0.0,,,TKO CCI Subnet,I.CCI
CT901CASH1,Net_10.248.0.0/15,a3d49e62-39b2-51e9-62df-c1092ee2bf23,,,,10.248.0.0 255.254.0.0,,,EQX CCI Subnet,I.CCI
CT901CASH1,Net_10.2.126.0,2f480b5a-39b3-51e9-8b0e-5d24392af685,,,,10.2.126.0 255.255.255.0,,,,I.CSCDMZ
CT901CASH1,Host_10.70.12.21,adc4a0fe-3bf4-51e9-70ba-aceba98c2a71,,,,10.70.12.21 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.70.12.22,adc532bc-3bf4-51e9-82a0-004535422119,,,,10.70.12.22 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.1.90.123,adc5a62a-3bf4-51e9-1779-9f6f76f29e4a,,,,10.1.90.123 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.90.124,adc61bf0-3bf4-51e9-fcf0-8c5a3035b204,,,,10.1.90.124 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.90.82,aec5a7e6-3bf4-51e9-8d02-4f74a33b305b,,,,10.1.90.82 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.90.83,aec6121c-3bf4-51e9-dee2-b858c54a0167,,,,10.1.90.83 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.2.90.123,aec67e46-3bf4-51e9-7abe-44dac8508d31,,,,10.2.90.123 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.2.90.124,aec6f34e-3bf4-51e9-d469-63c24c2c047f,,,,10.2.90.124 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.2.90.82,aec7609a-3bf4-51e9-d621-c46c3a633d87,,,,10.2.90.82 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.2.90.83,aec7d0b6-3bf4-51e9-fcff-d118247cfc9f,,,,10.2.90.83 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.70.12.33,aed5f07c-3bf6-51e9-2c57-ddffce22d838,,,,10.70.12.33 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.70.12.34,af4adbbc-3bf6-51e9-4d7a-63b05c0111cb,,,,10.70.12.34 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.70.12.31,fdb32d5e-3bf6-51e9-2d65-99d741c4f9af,,,,10.70.12.31 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.70.12.32,fdb38e52-3bf6-51e9-bbea-7c19e438aea6,,,,10.70.12.32 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.163.233.52,ff7ea12e-3e29-51e9-73c0-9c2f3d010943,,,,10.163.233.52 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.1.102.21,04b0e97c-3e2a-51e9-06fa-6bac5e82e7c5,,,,10.1.102.21 255.255.255.255,,,,E.OMD1.TB
CT901CASH1,Host_10.1.102.22,0565bb4a-3e2a-51e9-2ccb-32bd94fd5067,,,,10.1.102.22 255.255.255.255,,,,E.OMD1.TB
CT901CASH1,Host_10.2.102.21,0997c974-3e2a-51e9-933e-ad9e05a1d120,,,,10.2.102.21 255.255.255.255,,,,E.OMD1.TB
CT901CASH1,Host_10.2.102.22,0c676de4-3e2a-51e9-0a2d-257f221d5d83,,,,10.2.102.22 255.255.255.255,,,,E.OMD1.TB
CT901CASH1,Host_10.18.107.10,671d8662-3e46-51e9-6135-e8c1e33da5d2,,,,10.18.107.10 255.255.255.255,,,,Dev.MiddleSky
CT901CASH1,Net_10.1.170.0,663469fc-3fe8-51e9-3614-99c2d98e9b24,,,,10.1.170.0 255.255.255.0,,,,E.Dev.AMSCON
CT901CASH1,Host_10.164.12.50,6d1678e6-3fe8-51e9-f803-150b8fce6fa5,,,,10.164.12.50 255.255.255.255,,,,E.NMC
CT901CASH1,Host_10.245.94.131,2c86226e-3fec-51e9-8a14-3305ffca6cae,,,,10.245.94.131 255.255.255.255,,,,I.CCI
CT901CASH1,Host_10.204.130.11,1cb37374-4257-51e9-9f30-8252f1ba62bf,,,,10.204.130.11 255.255.255.255,,,WIISAPP101,I.CASH.Trust
CT901CASH1,Host_10.204.130.50,1cc04ff4-4257-51e9-1807-8db69edd0006,,,,10.204.130.50 255.255.255.255,,,WIISFIL101,I.CASH.Trust
CT901CASH1,Host_10.204.130.21,1ccdf37a-4257-51e9-32e0-c059e5ad666b,,,,10.204.130.21 255.255.255.255,,,WIISAPP131,I.CASH.Trust
CT901CASH1,Host_10.204.130.61,1cda4490-4257-51e9-cdc6-59b4aa75272b,,,,10.204.130.61 255.255.255.255,,,WIISFIL131,I.CASH.Trust
CT901CASH1,Range_10.1.88.117-118,302ea0ee-43d9-51e9-d493-bd44d9ce2823,iprange,10.1.88.117,10.1.88.118,,,,,I.CASH.Trust
CT901CASH1,Range_10.2.88.117-118,4ea3c2d4-43d9-51e9-e79a-c00a957c0ab8,iprange,10.2.88.117,10.2.88.118,,,,,I.CASH.Trust
CT901CASH1,Net_10.204.130.0,7181c9a2-4485-51e9-51ff-12dd7b2645f5,,,,10.204.130.0 255.255.255.0,,,,I.CASH.Trust
CT901CASH1,Net_10.204.132.0,287e7b00-4486-51e9-3f33-893d7e081e31,,,,10.204.132.0 255.255.255.0,,,,I.CASH.Trust
CT901CASH1,Range_10.164.12.39-40,d924bf2c-4545-51e9-8495-70709bd61ace,iprange,10.164.12.39,10.164.12.40,,,,,E.NMC
CT901CASH1,Host_10.164.12.41,e088a206-4545-51e9-359f-cd1693b17602,,,,10.164.12.41 255.255.255.255,,,,E.NMC
CT901CASH1,Host_10.164.12.36,e0923794-4545-51e9-fd72-edeb97837f2b,,,,10.164.12.36 255.255.255.255,,,,E.NMC
CT901CASH1,Range_192.168.35.21-26,6ad0995a-4708-51e9-717c-ffcb0c0d96da,iprange,192.168.35.21,192.168.35.26,,,,,E.UCN
CT901CASH1,Range_192.168.20.110-116,abdce3b8-4a28-51e9-bc42-56f42adbc649,iprange,192.168.20.110,192.168.20.116,,,,,E.MDF1.TB
CT901CASH1,Net_10.193.48.0,fda15162-4eb4-51e9-9c05-9c4628191fbd,,,,10.193.48.0 255.255.255.0,,,,E.UCN
CT901CASH1,Host_10.1.89.117,dfdc6584-55eb-51e9-617b-3164591194dd,,,,10.1.89.117 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.89.118,0879aa38-55ec-51e9-ffc2-fa757e9aa055,,,,10.1.89.118 255.255.255.255,,,,I.CASH.Trust
CT901HSN,apple,f15c7806-69c8-51e6-4a55-6010f1d2ab27,wildcard-fqdn,,,,*.apple.com,,,
CT901HSN,dropbox.com,f15c9e44-69c8-51e6-ada7-2a5b62202f4e,wildcard-fqdn,,,,*.dropbox.com,,,
CT901HSN,Gotomeeting,f15ce8fe-69c8-51e6-ba71-d6902aea8b75,wildcard-fqdn,,,,*.gotomeeting.com,,,
CT901HSN,icloud,f15cf196-69c8-51e6-bb99-6f98c24bc9e3,wildcard-fqdn,,,,*.icloud.com,,,
CT901HSN,itunes,f15cf93e-69c8-51e6-791d-a41329073d31,wildcard-fqdn,,,,*itunes.apple.com,,,
