vdom,name,uuid,type,start-ip,end-ip,subnet,wildcard-fqdn,fqdn,comment,associated-interface
CP901CASH1,Host_10.2.90.95,b737f2c8-494a-51e8-fa63-316e0145c2c5,,,,10.2.90.95 255.255.255.255,,,,I.CASH.Trust.DR
CP901CASH1,Range_10.18.113.5-8,8de1b1ba-9243-51e8-ad4c-741aea23a2ce,iprange,10.18.113.5,10.18.113.8,,,,,Dev.MiddleSky
CP901CASH1,Range_10.2.90.82-83,91a2749c-9243-51e8-d199-4c89afe004ab,iprange,10.2.90.82,10.2.90.83,,,,,I.CASH.Trust.DR
CP901CASH1,Net_10.1.150.0,5bf3006c-ac3a-51e8-3465-86839fcdf2ef,,,,10.1.150.0 255.255.255.0,,,,E.SMARTS.DR
CP901CASH1,Net_10.2.150.0,60490a08-ac3a-51e8-6e4a-b82e3f60b84f,,,,10.2.150.0 255.255.255.0,,,,E.SMARTS.DR
CP901CASH1,Net_10.18.120.0,8da75d90-23bf-51e9-5e4c-cef318defd1e,,,,10.18.120.0 255.255.255.0,,,,Dev.MiddleSky
CP901CASH1,Host_192.168.35.21,936b5eec-4256-51e9-0b2a-05e503060403,,,,192.168.35.21 255.255.255.255,,,SCORADC1,E.UCN
CP901CASH1,Host_192.168.35.22,936bdade-4256-51e9-b38c-085203b45589,,,,192.168.35.22 255.255.255.255,,,SCORADC2,E.UCN
CP901CASH1,Host_192.168.35.23,936c55e0-4256-51e9-8f82-fa8110caa1dd,,,,192.168.35.23 255.255.255.255,,,SINTADC1,E.UCN
CP901CASH1,Host_192.168.35.24,936cd2f4-4256-51e9-e7df-92b8f41c0762,,,,192.168.35.24 255.255.255.255,,,SINTADC2,E.UCN
CP901CASH1,Host_192.168.35.25,93aad7c0-4256-51e9-a5a5-0777591681c5,,,,192.168.35.25 255.255.255.255,,,SOADADC1,E.UCN
CP901CASH1,Host_192.168.35.26,93ab5c2c-4256-51e9-d10d-4fe8810250a3,,,,192.168.35.26 255.255.255.255,,,SOADADC2,E.UCN
CP901CASH1,Host_192.168.176.55,93abdfbc-4256-51e9-649f-4034f76166b4,,,,192.168.176.55 255.255.255.255,,,SDDC0024,E.UCN
CP901CASH1,Host_192.168.176.51,93ac6004-4256-51e9-21f9-0028f6dc0f61,,,,192.168.176.51 255.255.255.255,,,SDDC0025,E.UCN
CP901CASH1,Host_192.168.176.52,93ace4ac-4256-51e9-8b59-9a8cec1ab589,,,,192.168.176.52 255.255.255.255,,,SDDC0026,E.UCN
CP901CASH1,Host_192.168.176.53,93b1d1c4-4256-51e9-9ebd-bb572e3a60a2,,,,192.168.176.53 255.255.255.255,,,SDDC0027,E.UCN
CP901CASH1,Host_192.168.176.50,93e88f0c-4256-51e9-6197-93438ee7773d,,,,192.168.176.50 255.255.255.255,,,SDDC0028,E.UCN
CP901CASH1,Host_192.168.130.215,93e90752-4256-51e9-8fe4-86a0581a51cc,,,,192.168.130.215 255.255.255.255,,,SDDC0008,E.UCN
CP901CASH1,Host_192.168.102.221,93e9874a-4256-51e9-30cd-afe3d2a249d9,,,,192.168.102.221 255.255.255.255,,,SDDC0013,E.UCN
CP901CASH1,Host_192.168.73.238,93ea0a12-4256-51e9-ff3d-33fd85d0f1a3,,,,192.168.73.238 255.255.255.255,,,SDDC0014,E.UCN
CP901CASH1,Host_192.168.73.239,93efd168-4256-51e9-ec78-867af19bd2e5,,,,192.168.73.239 255.255.255.255,,,SDDC0015,E.UCN
CP901CASH1,Host_192.168.45.239,942642c0-4256-51e9-36a0-52c2511a1388,,,,192.168.45.239 255.255.255.255,,,SDDC0016,E.UCN
CP901CASH1,Host_192.168.39.204,9426bfe8-4256-51e9-64e9-131416003195,,,,192.168.39.204 255.255.255.255,,,SDDC0030,E.UCN
CP901CASH1,Net_192.168.150.0,94274620-4256-51e9-a3ae-ca761a1827a6,,,,192.168.150.0 255.255.255.0,,,,E.UCN
CP901CASH1,Net_192.168.143.0,9427bab0-4256-51e9-7e09-1d9b663d066b,,,,192.168.143.0 255.255.255.0,,,,E.UCN
CP901CASH1,Net_192.168.166.0,94282b44-4256-51e9-d1e7-4781f1096c8e,,,,192.168.166.0 255.255.255.0,,,,E.UCN
CP901CASH1,Net_192.168.188.0,942e2a76-4256-51e9-a062-b2bdd11620ef,,,,192.168.188.0 255.255.255.0,,,,E.UCN
CP901CASH1,Net_192.168.187.0,9467135e-4256-51e9-41dc-54c0dcd86548,,,,192.168.187.0 255.255.255.0,,,,E.UCN
CP901CASH1,Host_10.164.1.100,9467873a-4256-51e9-626e-ced829a5d18c,,,,10.164.1.100 255.255.255.255,,,PTIMSRV001,E.NMC
CP901CASH1,Host_10.164.129.100,946805ca-4256-51e9-0951-8353e79acb07,,,,10.164.129.100 255.255.255.255,,,STIMSRV001,E.NMC
CP901CASH1,Host_192.168.150.36,94688658-4256-51e9-8904-2814e6c9144c,,,,192.168.150.36 255.255.255.255,,,SOPMAPP1,E.UCN
CP901CASH1,Host_192.168.188.36,94690ab0-4256-51e9-cdc3-2f6971cff5cd,,,,192.168.188.36 255.255.255.255,,,SOPMAPP3,E.UCN
CP901CASH1,Host_192.168.166.53,9473bbea-4256-51e9-3465-01c748dc3933,,,,192.168.166.53 255.255.255.255,,,SSCMAPP1,E.UCN
CP901CASH1,Host_192.168.166.54,94be1230-4256-51e9-6c59-871089cf0f6c,,,,192.168.166.54 255.255.255.255,,,SSCMSQL1,E.UCN
CP901CASH1,Host_192.168.166.185,94be8f3a-4256-51e9-2432-901fa6e06ce4,,,,192.168.166.185 255.255.255.255,,,SSCMAPP901,E.UCN
CP901CASH1,Host_192.168.166.184,94c09816-4256-51e9-cb83-d94e67d5f9ee,,,,192.168.166.184 255.255.255.255,,,SSCMSQL901,E.UCN
CP901CASH1,Host_192.168.166.159,94c1169c-4256-51e9-dfa9-f9075575aaeb,,,,192.168.166.159 255.255.255.255,,,SATVSYM2,E.UCN
CP901CASH1,Host_192.168.166.74,94c19536-4256-51e9-bf9f-ef6dd0d40707,,,,192.168.166.74 255.255.255.255,,,SOFSATV1,E.UCN
CP901CASH1,Host_192.168.150.131,94c219b6-4256-51e9-022f-7ca89a64dd07,,,,192.168.150.131 255.255.255.255,,,SKMS0001,E.UCN
CP901CASH1,Host_192.168.150.132,94c99074-4256-51e9-6709-c4e88ba317e9,,,,192.168.150.132 255.255.255.255,,,SKMS0002,E.UCN
CP901CASH1,Host_192.168.166.219,9501d132-4256-51e9-5a87-9e1ec33096ef,,,,192.168.166.219 255.255.255.255,,,WWINKMS110,E.UCN
CP901CASH1,Host_192.168.150.94,95024c84-4256-51e9-00c2-c9db979efb83,,,,192.168.150.94 255.255.255.255,,,SPAT0001,E.UCN
CP901CASH1,Host_192.168.188.25,9502caf6-4256-51e9-f106-913dec66a690,,,,192.168.188.25 255.255.255.255,,,SPATDIS1,E.UCN
CP901CASH1,Host_192.168.188.26,9503462a-4256-51e9-b554-b00199d69872,,,,192.168.188.26 255.255.255.255,,,SPATDIS2,E.UCN
CP901CASH1,Host_10.204.132.11,ab08907a-464c-51e9-6002-242c33f10332,,,,10.204.132.11 255.255.255.255,,,WIISAPP201,I.CASH.Trust.DR
CP901CASH1,Host_10.204.132.50,cd1db780-464c-51e9-157f-fb9a2efc270b,,,,10.204.132.50 255.255.255.255,,,WIISFIL201,I.CASH.Trust.DR
CP901CASH1,Range_10.164.1.200-201,6f12e554-4717-51e9-ec6f-9ca7d2719c02,iprange,10.164.1.200,10.164.1.201,,,,,E.NMC
CP901CASH1,Range_10.164.129.200-201,984a9a8e-4717-51e9-ee06-e9453013aab8,iprange,10.164.129.200,10.164.129.201,,,,,E.NMC
